id,area,sido,sigungu,name,address,x,y,category,phone,url,keywords
136676644,담양,전라남도,담양군,오팔,전남 담양군 고서면 후산길 64,126.992324385574,35.2214252202925,카페,,http://place.map.kakao.com/136676644,카페
1330956139,담양,전라남도,담양군,옥담,전남 담양군 봉산면 연산길 89-11,126.9688739851189,35.27206452563426,카페,061-383-8998,http://place.map.kakao.com/1330956139,카페
487964502,담양,전라남도,담양군,담양밤부리,전남 담양군 담양읍 죽향문화로 403,126.98900641877084,35.333095847765854,카페,061-381-3939,http://place.map.kakao.com/487964502,디저트 카페;디저트카페
1943524120,담양,전라남도,담양군,1003디저트카페,전남 담양군 담양읍 메타프로방스4길 11,127.005441607888,35.3220945346833,카페,,http://place.map.kakao.com/1943524120,디저트 카페;디저트카페
25520097,담양,전라남도,담양군,담설,전남 담양군 담양읍 객사4길 38-6,126.98458114668,35.3233122794257,카페,061-381-1229,http://place.map.kakao.com/25520097,디저트 카페;디저트카페
187722572,담양,전라남도,담양군,우아한마카롱,전남 담양군 담양읍 중앙로 95,126.98199922058063,35.32174720440017,카페,010-3244-1522,http://place.map.kakao.com/187722572,디저트 카페;디저트카페
1555817356,담양,전라남도,담양군,담순로153,전남 담양군 금성면 담순로 153,127.027577671061,35.3450926469323,카페,0507-1374-5153,http://place.map.kakao.com/1555817356,디저트 카페;디저트카페
1262481131,담양,전라남도,담양군,담양샌드,전남 담양군 담양읍 추성로 1345,126.98534058413325,35.32003061130484,카페,061-383-8848,http://place.map.kakao.com/1262481131,디저트 카페;디저트카페
1428272269,담양,전라남도,담양군,앰퍼샌드,전남 담양군 담양읍 담주4길 40,126.98066055087786,35.322875469584474,카페,,http://place.map.kakao.com/1428272269,디저트 카페;디저트카페;베이커리 카페
1471446031,담양,전라남도,담양군,퍼프슈,전남 담양군 담양읍 태왕2로 149,126.944820251417,35.319504246786,카페,0507-1376-0141,http://place.map.kakao.com/1471446031,디저트 카페;디저트카페
1608493610,담양,전라남도,담양군,밀크레페,전남 담양군 월산면 담장로 67,126.967905745371,35.3304079151342,카페,010-2493-1801,http://place.map.kakao.com/1608493610,디저트 카페;디저트카페
522827057,담양,전라남도,담양군,설빙 담양점,전남 담양군 담양읍 죽녹원로 90,126.985487433869,35.3229085933891,카페,061-382-2069,http://place.map.kakao.com/522827057,디저트 카페;디저트카페
1032754841,담양,전라남도,담양군,담월,전남 담양군 월산면 도개안길 67-1,126.955356800738,35.3413353029827,카페,061-382-8922,http://place.map.kakao.com/1032754841,디저트 카페;디저트카페
264774386,담양,전라남도,담양군,카페달달,전남 담양군 담양읍 죽녹원로 68,126.98539322793769,35.32082739838715,카페,0503-7151-1980,http://place.map.kakao.com/264774386,디저트 카페;디저트카페;케이크 카페
918088297,담양,전라남도,담양군,오프투데이,전남 담양군 금성면 금성산성길 280,127.019618511018,35.3717690622622,카페,061-381-8888,http://place.map.kakao.com/918088297,디저트 카페;디저트카페
797674882,담양,전라남도,담양군,츄카츄카,전남 담양군 담양읍 메타프로방스2길 6-9,127.001618843704,35.3220117234312,카페,061-381-6003,http://place.map.kakao.com/797674882,디저트 카페;디저트카페
1703001542,담양,전라남도,담양군,스댕,전남 담양군 담양읍 담주2길 33,126.981595466141,35.3223852891114,카페,,http://place.map.kakao.com/1703001542,디저트 카페;디저트카페
1510746346,담양,전라남도,담양군,크렘파이샵,전남 담양군 담양읍 객사4길 38-6,126.98467791145217,35.32339431323469,카페,,http://place.map.kakao.com/1510746346,디저트 카페;디저트카페
1760445897,담양,전라남도,담양군,달순,전남 담양군 담양읍 객사3길 22,126.98322056942806,35.324062009156954,카페,061-383-0406,http://place.map.kakao.com/1760445897,디저트 카페;디저트카페
1086475116,담양,전라남도,담양군,로즈카페,전남 담양군 담양읍 메타세쿼이아로 148,127.01589289312861,35.32911861699736,카페,,http://place.map.kakao.com/1086475116,디저트 카페;디저트카페
1227942738,담양,전라남도,담양군,오란다,전남 담양군 창평면 의병로 213,127.02269640359206,35.24178841397463,카페,,http://place.map.kakao.com/1227942738,디저트 카페;디저트카페
777735575,담양,전라남도,담양군,디저트마망 1호점,전남 담양군 담양읍 중앙로 78,126.98269902201218,35.32006811826084,카페,,http://place.map.kakao.com/777735575,디저트 카페;디저트카페
1542857710,담양,전라남도,담양군,마음,전남 담양군 담양읍 메타프로방스2길 10,127.00224350761418,35.32206218824021,카페,061-383-0143,http://place.map.kakao.com/1542857710,디저트 카페;디저트카페
642502098,담양,전라남도,담양군,라라브레드 담양점,전남 담양군 월산면 화방송정길 21-14,126.955210739773,35.3369106061521,카페,070-4213-3065,http://place.map.kakao.com/642502098,베이커리 카페
1232891903,담양,전라남도,담양군,카페 알에디션,전남 담양군 담양읍 죽향문화로 431-28,126.993993403224,35.3330790730891,카페,010-5190-2514,http://place.map.kakao.com/1232891903,베이커리 카페
498213761,담양,전라남도,담양군,크로엔젤 담양한재골점,전남 담양군 대전면 병풍로 366,126.88123048226356,35.29348287244571,카페,061-383-0433,http://place.map.kakao.com/498213761,베이커리 카페
476052635,담양,전라남도,담양군,카페드존아웃,전남 담양군 금성면 석현길 106,127.026818380517,35.3443609361566,카페,061-382-9728,http://place.map.kakao.com/476052635,베이커리 카페
562955031,담양,전라남도,담양군,복더빵,전남 담양군 용면 박곡길 2-3,126.986947102995,35.3622402010635,카페,0503-7150-7269,http://place.map.kakao.com/562955031,베이커리 카페
271344230,담양,전라남도,담양군,리원베이커리&카페,전남 담양군 대전면 병풍로 167,126.8935052930381,35.279798437786624,카페,061-381-2289,http://place.map.kakao.com/271344230,베이커리 카페
577138651,담양,전라남도,담양군,카페주평,전남 담양군 수북면 용구동1길 55,126.93842244758845,35.310285895057234,카페,061-382-1794,http://place.map.kakao.com/577138651,케이크 카페
301578444,담양,전라남도,담양군,빠라디카페(Paradise),전남 담양군 가사문학면 가사문학로 754,126.99418933016352,35.192522550558,카페,,http://place.map.kakao.com/301578444,케이크 카페
1026490970,담양,전라남도,담양군,카페야그,전남 담양군 창평면 의병로 37,127.008963978791,35.2308856989587,카페,,http://place.map.kakao.com/1026490970,케이크 카페
