카페id,카페이름,주소,지역(구단위),좌표(lat),좌표(lng),지도링크,카페이미지url,분위기,간이유,맛,동반자,메뉴,주요메뉴,주차여부,블로그수,추천점수(0-100),추천유형,추천태그,추천문구,가격요약,가격목록,키워드TOP40
1878671050,로지에,광주 서구 유림로50번길 9,서구,35.1669369,126.8647056,https://pcmap.place.naver.com/place/1878671050/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210202_141%2F1612254049402i61pn_JPEG%2F9j7bIsZLmERRKWvRYXwQM5oq.jpg,"감성, 넓음, 조용","대표메뉴: 케이크, 초코, 아메리카노 / 분위기: 감성, 넓음 / 맛: 상큼, 달콤 / 주차: 가능","상큼, 달콤, 고소","단체/대관, 데이트, 혼카페/작업","케이크, 초코, 아메리카노, 바닐라, 타르트, 피스타치오, 말차, 티라미수","케이크, 초코, 아메리카노",가능,10,73.3,데이트,"감성,넓음,상큼,달콤,단체/대관","데이트 추천 · 대표메뉴: 케이크, 초코, 아메리카노 / 분위기: 감성, 넓음 / 맛: 상큼, 달콤 / 주차: 가능",3500~34000원(대표 10000원),"[3500, 4000, 4500, 5000, 6500, 10000, 10500, 12000, 12500, 13000, 34000]","[[""먹다"", 37], [""로지"", 28], [""크림"", 28], [""케이크"", 26], [""프랑스"", 21], [""서구"", 15], [""느낌"", 15], [""유림로"", 13], [""종류"", 13], [""내부"", 12], [""테이블"", 12], [""예약"", 12], [""자리"", 12], [""블루"", 11], [""아이스"", 10], [""영업시간"", 10], [""주차"", 9], [""휴무"", 9], [""의자"", 9], [""레몬"", 9], [""초코"", 9], [""리본"", 8], [""인테리어"", 8], [""아메리카노"", 8], [""바닐라"", 8], [""무스"", 8], [""시키다"", 8], [""분위기"", 8], [""초콜릿"", 8], [""머랭"", 8], [""라즈베리"", 8], [""공간"", 7], [""감성"", 7], [""corp."", 7], [""여행"", 7], [""파리"", 7], [""기대"", 7], [""다르다"", 7], [""매장"", 6], [""주차장"", 6]]"
1fa2dc624a69,로터리커피 (복권카페),광주 서구 대남대로 433,서구,35.14891870126567,126.88755794669312,nan,,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1511655546,르카페시즌,광주 서구 화정로161번길 20,서구,35.1469106,126.8757296,https://pcmap.place.naver.com/place/1511655546/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230927_299%2F1695808477901QbQAj_JPEG%2FScreenshot_20230927_184227_Instagram.jpg,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1288372498,마미케이크,광주 서구 화정로21번길 27-1,서구,35.1469907,126.8594068,https://pcmap.place.naver.com/place/1288372498/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20250109_5%2F173640534564646Cv4_JPEG%2Fimage.jpg,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
2013438724,맘스케익&청주오믈렛 광주서구점,광주 서구 내방로211번길 3,서구,35.1581985,126.8637167,https://pcmap.place.naver.com/place/2013438724/home,,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1456355364,모스케이크,광주 서구 상무대로876번길 13,서구,35.1491768,126.857743,https://pcmap.place.naver.com/place/1456355364/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_63%2F1636010047578P20zB_JPEG%2FQ9uDNKS4hvf-Rp3oTMbRoJbd.jpg,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1982237468,몽월당,광주 서구 상무대로 1090,서구,35.1525222,126.8811228,https://pcmap.place.naver.com/place/1982237468/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231011_90%2F1697032071988vjHtj_JPEG%2F1697031929043.jpg,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1878323002,무난,광주 서구 상무대로902번길 3,서구,35.1504132,126.8606878,https://pcmap.place.naver.com/place/1878323002/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_95%2F16411915137083WODC_JPEG%2F9103D136-0998-4A2D-81A0-314FE06D0FA2.jpeg,"넓음, 아늑, 조용","대표메뉴: 밀크티, 초코, 토스트 / 분위기: 넓음, 아늑 / 맛: 달콤, 상큼 / 주차: 가능","달콤, 상큼, 담백","데이트, 친구, 혼카페/작업","밀크티, 초코, 토스트, 아메리카노, 스콘, 쿠키, 휘낭시에, 케이크","밀크티, 초코, 토스트",가능,10,73.3,데이트,"넓음,아늑,달콤,상큼,데이트","데이트 추천 · 대표메뉴: 밀크티, 초코, 토스트 / 분위기: 넓음, 아늑 / 맛: 달콤, 상큼 / 주차: 가능",3800~23300원(대표 5500원),"[3800, 4500, 5500, 7000, 23300]","[[""차"", 41], [""자리"", 30], [""나다"", 22], [""시간"", 19], [""서구"", 17], [""가게"", 16], [""테이블"", 16], [""느낌"", 16], [""밀크티"", 16], [""갈색"", 15], [""분위기"", 15], [""상무대"", 14], [""주차"", 14], [""먹다"", 14], [""따뜻"", 12], [""사장"", 12], [""좋아하다"", 11], [""감성"", 10], [""앉다"", 10], [""우드"", 10], [""공간"", 10], [""마시다"", 9], [""은은"", 9], [""프루티"", 9], [""산딸기"", 9], [""휴무"", 8], [""근처"", 8], [""골목"", 8], [""외관"", 8], [""차분"", 8], [""적히다"", 8], [""참고"", 8], [""즐기다"", 8], [""창가"", 8], [""매장"", 7], [""까눌레"", 7], [""종류"", 7], [""준비"", 7], [""드리다"", 7], [""오빠"", 7]]"
1331870519,무드165,광주 서구 월산로165번길 23,서구,35.1515464,126.8926537,https://pcmap.place.naver.com/place/1331870519/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250917_102%2F175805004121789c99_JPEG%2FIMG_0428.jpeg,"감성, 넓음, 모던","대표메뉴: 케이크, 말차, 휘낭시에 / 분위기: 감성, 넓음 / 맛: 쌉싸름/다크, 상큼 / 주차: 가능","쌉싸름/다크, 상큼, 고소","단체/대관, 데이트, 친구","케이크, 말차, 휘낭시에, 초코, 라떼, 아메리카노, 카다이프, 치즈케이크","케이크, 말차, 휘낭시에",가능,10,73.3,데이트,"감성,넓음,쌉싸름/다크,상큼,단체/대관","데이트 추천 · 대표메뉴: 케이크, 말차, 휘낭시에 / 분위기: 감성, 넓음 / 맛: 쌉싸름/다크, 상큼 / 주차: 가능",2800~9000원(대표 6000원),"[2800, 3000, 4000, 6000, 6500, 8500, 9000]","[[""케이크"", 143], [""무드"", 91], [""먹다"", 55], [""말차"", 45], [""농성동"", 33], [""망고"", 31], [""크림"", 31], [""고구마"", 29], [""정민"", 27], [""두바이"", 20], [""서구"", 19], [""테이블"", 16], [""월산"", 15], [""좋아하다"", 15], [""가능"", 14], [""내부"", 14], [""유명"", 13], [""예약"", 12], [""흑임자"", 11], [""정도"", 11], [""여행"", 11], [""느낌"", 11], [""주말"", 10], [""나다"", 10], [""인스타"", 10], [""시간"", 10], [""경유"", 10], [""주차장"", 10], [""시트"", 10], [""corp."", 9], [""달달하다"", 9], [""늦다"", 9], [""오더"", 9], [""웨이팅"", 9], [""휘낭시에"", 9], [""확인"", 9], [""매장"", 9], [""할로윈"", 9], [""마시다"", 9], [""초코"", 9]]"
00d387858612,바울카페,광주 서구 내방로241번길 1,서구,35.15804026947279,126.8669060482655,nan,,"반려동물, 넓음, 아늑","대표메뉴: 케이크, 라떼, 카페라떼 / 분위기: 반려동물, 넓음 / 맛: 달콤, 상큼 / 주차: 가능","달콤, 상큼, 담백","데이트, 반려동물/애견동반, 가족","케이크, 라떼, 카페라떼, 아메리카노, 휘낭시에, 아이스크림, 치즈케이크, 브라우니","케이크, 라떼, 카페라떼",가능,8,70.7,데이트,"반려동물,넓음,달콤,상큼,데이트","데이트 추천 · 대표메뉴: 케이크, 라떼, 카페라떼 / 분위기: 반려동물, 넓음 / 맛: 달콤, 상큼 / 주차: 가능",4900~6000원(대표 5250원),"[4900, 5000, 5500, 6000]","[[""바울"", 96], [""케이크"", 26], [""분위기"", 25], [""가능"", 23], [""동반"", 22], [""데이트"", 21], [""주차"", 19], [""서구"", 18], [""강아지"", 18], [""애견"", 16], [""라떼"", 14], [""사장"", 13], [""자리"", 13], [""내방"", 12], [""올라가다"", 11], [""지다"", 11], [""공간"", 11], [""baul"", 10], [""광주혼카"", 10], [""크다"", 10], [""먹다"", 10], [""말레"", 10], [""옥수수"", 10], [""주차장"", 9], [""조명"", 9], [""즐기다"", 9], [""치즈"", 9], [""크림"", 9], [""순하다"", 9], [""앉다"", 9], [""광주느좋카"", 8], [""광주부"", 8], [""가게"", 8], [""키오스크"", 8], [""과즙"", 7], [""딸기"", 7], [""편하다"", 7], [""다녀오다"", 7], [""짖다"", 7], [""카페라떼"", 7]]"
a4c039ff374c,복다케이크&커피,광주 서구 풍금로11번길 20,서구,35.1198525731783,126.863933794629,nan,,,근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,,,,,0,0.0,기본,,기본 추천 · 근거 텍스트가 부족합니다(블로그/설명 추가 수집 권장).,,[],[]
1491311381,브리오슈,광주 서구 시청로 81,서구,35.1560343078013,126.851042489522,https://pcmap.place.naver.com/place/1491311381/home,https://map.pstatic.net/nrb/styles/basic/1765512691/11/1746/809.png?mt=bg.ol.sw.ar.lko,"모던, 넓음, 조용","대표메뉴: 샌드위치, 베이글, 에이드 / 분위기: 모던, 넓음 / 맛: 담백, 고소 / 주차: 가능","담백, 고소, 달콤","가족, 데이트, 친구","샌드위치, 베이글, 에이드, 피스타치오, 크루아상, 라떼","샌드위치, 베이글, 에이드",가능,3,52.2,데이트,"모던,넓음,담백,고소,가족","데이트 추천 · 대표메뉴: 샌드위치, 베이글, 에이드 / 분위기: 모던, 넓음 / 맛: 담백, 고소 / 주차: 가능",,[],"[[""먹다"", 9], [""빵"", 9], [""프랑스"", 8], [""크루아"", 7], [""내부"", 6], [""시간"", 6], [""주차장"", 6], [""빌딩"", 6], [""여행"", 5], [""세련"", 5], [""넓다"", 5], [""보내다"", 5], [""즐기다"", 5], [""선물"", 5], [""매장"", 5], [""샌드위치"", 5], [""깔끔"", 4], [""여유"", 4], [""느낌"", 4], [""죽림"", 4], [""대아"", 4], [""주차"", 4], [""브리오슈도레"", 4], [""종류"", 4], [""기분"", 3], [""공간"", 3], [""인상"", 3], [""자연"", 3], [""정도"", 3], [""베이글"", 3], [""편하다"", 3], [""가족"", 3], [""단위"", 3], [""장소"", 3], [""corp."", 3], [""유명"", 3], [""도레"", 3], [""서구"", 3], [""시청로"", 3], [""드리다"", 3]]"
1560469900,블레스롤 광주상무점,광주 서구 천변좌하로 168-2,서구,35.1535736,126.8373081,https://pcmap.place.naver.com/place/1560469900/home,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250404_63%2F1743731952395O7fYv_JPEG%2F222.jpg,"키즈/가족친화, 감성, 조용","대표메뉴: 파스타, 케이크, 스테이크 / 분위기: 키즈/가족친화, 감성 / 맛: 담백, 달콤 / 주차: 가능","담백, 달콤","단체/대관, 가족, 데이트","파스타, 케이크, 스테이크, 바닐라, 에이드, 아이스크림, 라떼, 롤케이크","파스타, 케이크, 스테이크",가능,2,45.7,데이트,"키즈/가족친화,감성,담백,달콤,단체/대관","데이트 추천 · 대표메뉴: 파스타, 케이크, 스테이크 / 분위기: 키즈/가족친화, 감성 / 맛: 담백, 달콤 / 주차: 가능",15000~15000원(대표 15000원),[15000],"[[""라면"", 16], [""파스타"", 15], [""선데이"", 11], [""블레스"", 11], [""케이크"", 10], [""먹다"", 9], [""상무"", 6], [""라자냐"", 6], [""가능"", 6], [""천안시"", 5], [""웨이팅"", 5], [""스테이크"", 5], [""소스"", 5], [""corp."", 5], [""넣다"", 5], [""아이"", 5], [""천안"", 4], [""사람"", 4], [""영업시간"", 4], [""라스트"", 4], [""오더"", 4], [""타르"", 4], [""카치오에페페"", 4], [""분위기"", 4], [""예약"", 4], [""송이"", 4], [""서구"", 4], [""천변"", 4], [""앉다"", 4], [""주차"", 3], [""동남구"", 3], [""중앙로"", 3], [""전화번호"", 3], [""이야기"", 3], [""치즈"", 3], [""놀다"", 3], [""충청남도"", 3], [""간단"", 3], [""맞다"", 3], [""무인"", 3]]"
87f02122ad70,비비,광주 서구 상무대로884번길 29-2,서구,35.1477140051147,126.859468177907,nan,,"아늑, 모던, 조용","분위기: 아늑, 모던 / 맛: 담백, 달콤 / 주차: 가능","담백, 달콤, 상큼","데이트, 단체/대관, 친구",,,가능,7,54.3,데이트,"아늑,모던,담백,달콤,데이트","데이트 추천 · 분위기: 아늑, 모던 / 맛: 담백, 달콤 / 주차: 가능",6000~40000원(대표 18000원),"[6000, 11000, 25000, 40000]","[[""와인"", 81], [""관리"", 48], [""상무지구"", 36], [""분위기"", 29], [""느낌"", 23], [""브레이크"", 19], [""아로마"", 19], [""에스테틱"", 17], [""속눈썹"", 16], [""술집"", 14], [""전신"", 14], [""내부"", 12], [""먹다"", 12], [""루하"", 12], [""위스키"", 11], [""매장"", 10], [""마시다"", 9], [""공간"", 9], [""마사지"", 9], [""오일"", 9], [""즐기다"", 8], [""사장"", 8], [""모르다"", 8], [""서구"", 8], [""레드"", 7], [""상무"", 7], [""깔끔"", 7], [""조명"", 7], [""드리다"", 7], [""안주"", 7], [""체질"", 7], [""바디"", 7], [""원장"", 7], [""구성"", 6], [""재생"", 6], [""고급"", 6], [""처음"", 6], [""인테리어"", 6], [""감바스"", 6], [""음식"", 6]]"
